,title,star_count,review_count,attributes,summary,address,hours,menu,phone,website,pictures,city,state
10,Locavores,4.5,373 Google reviews,"['$$', 'American restaurant']","Cheery outpost serving healthy farm-to-table salads, sandwiches & wraps plus local beer & wine.","2209 Main St #2242, Alamosa, CO 81101","{'Friday': '10:45AM–8PM', 'Saturday': '10:45AM–8PM', 'Sunday': '10:45AM–8PM', 'Monday': '10:45AM–8PM', 'Tuesday': '10:45AM–8PM', 'Wednesday': '10:45AM–8PM', 'Thursday': '10:45AM–8PM'}",http://www.eatlocavores.com/lunch-dinner/,(719) 589-2157,http://www.eatlocavores.com/,"['https://lh5.googleusercontent.com/p/AF1QipONK5Fo2_6tIj2q13aYUwQOcpNH7o04IDkBVnsb=s1550-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP0Ob60jcFyP2hcQ_LMP5sd6RiUmGoz2iUrHw2g=s924-k-no']",Alamosa,Colorado
11,Blessed Brews Coffee Shop,4.8,124 Google reviews,"['$', 'Breakfast restaurant']",Low-key coffee shop in a strip-mall serving an array of caffeinated drinks alongside baked goods.,"2431 Main St Suite A, Alamosa, CO 81101","{'Friday': '7AM–7PM', 'Saturday': '7AM–7PM', 'Sunday': 'Closed', 'Monday': '7AM–7PM', 'Tuesday': '7AM–7PM', 'Wednesday': '7AM–7PM', 'Thursday': '7AM–7PM'}",http://places.singleplatform.com/blessed-brews-coffee-shop/menu?ref=google,(719) 206-3366,http://www.blessedbrewscoffeeshop.com/,"['https://lh5.googleusercontent.com/p/AF1QipNhLuGMTr9UNYbhp9z8jNGzLKxnDC8GOuhbfgxh=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNGi7qDfVtW_ZszzVcC6aQFFlbRItYrcD4saYZY=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMBxFE9TqVWfg7-MIq8c1hH_j4abgcN0LTVziLY=s1354-k-no']",Alamosa,Colorado
12,El Super Taco,4.3,379 Google reviews,"['$', 'Mexican restaurant']",,"415 Main St, Alamosa, CO 81101","{'Friday': '9AM–10PM', 'Saturday': '9AM–10PM', 'Sunday': '9AM–9PM', 'Monday': '9AM–9PM', 'Tuesday': '9AM–9PM', 'Wednesday': '9AM–9PM', 'Thursday': '9AM–9PM'}",,(719) 589-2853,,"['https://lh5.googleusercontent.com/p/AF1QipPjc7VnpcGD5ZHR9z4-uuZ1_UMkHt62sTfPHm5C=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOee1q8tVb0YJVEOvjoX9ivpw16FTrYOcjRG9Zz=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPp_yDNEYwMsot7ogbnZ4rlGtuyG0cCfpDmanyL=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOuCQAiGrmq-D0ExDzeuFuTp7SjqVmBY5i7SShv=s773-p-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOt1vx9Fp-4OnhGxP2JlcmiouQ7YYZu5cm1MtFd=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOcKxJwHOxNmRxORHxhrK4vcvmwUbqOzz3VM42U=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN1TUaN1A6xtqdX9SmvZbFgOeA9otz08qfCsbHS=s1031-k-no']",Alamosa,Colorado
13,Oscar's Mexican Restaurant,4.2,343 Google reviews,"['$$', 'Mexican restaurant']",A menu featuring an array of classic Mexican dishes & cocktails in a cantina-style setting.,"520 Main St, Alamosa, CO 81101",,,(719) 589-9230,http://oscarsslv.com/,['https://lh5.googleusercontent.com/p/AF1QipM1R3bBbSRwIqeAMRVF47lyMcpY4NzDZGKNyxTX=s500-k-no'],Alamosa,Colorado
14,Campus Café,4.5,448 Google reviews,"['$', 'American restaurant']",,"435 Poncha Ave, Alamosa, CO 81101","{'Friday': '6AM–1PM', 'Saturday': '6AM–1PM', 'Sunday': '6AM–1PM', 'Monday': '6AM–1PM', 'Tuesday': 'Closed', 'Wednesday': '6AM–1PM', 'Thursday': '6AM–1PM'}",,(719) 589-4202,,"['https://lh5.googleusercontent.com/p/AF1QipMWq0MqJSgFqPNFCYJpMsaA_Bmu4XduIRV1c-HT=s960-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMnOoBOOgHgZUthbmQLE98clERD9HQI4wPLKQ7Q=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOWPHm2m1K1ItNdnsmWcKmcINtaou8DCfiJRqRc=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNyLEZ3oN7h0P5E7TA1tTqeXQFgfd55U4K9WH4o=s920-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOGsd1u4x99Tye3KhvA8QYCbGxL85yApKo0sbWJ=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOUSylj5gwFxDcTSNfpTYBaeEQnJ5ChszoWw18v=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPLOkevIJujbhci_skfiZwk9NQd7GGSfGM_Ftse=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO9D1fq7aO0dhFF6CFKAM9Z8QPC13Jr0V2IJXDP=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMj3W9puAL0J_NZzmtzDIZh4qcxKaZPgmKBEObo=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMisYEOZIFumZTcCQhT3INykZcGMhh6XmiusqEk=s1016-k-no']",Alamosa,Colorado
15,El Charro,4.1,174 Google reviews,"['$', 'Mexican restaurant']",,"1605 Main St, Alamosa, CO 81101","{'Friday': '10AM–9PM', 'Saturday': '10AM–9PM', 'Sunday': '10AM–9PM', 'Monday': '10AM–9PM', 'Tuesday': '10AM–9PM', 'Wednesday': '10AM–9PM', 'Thursday': '10AM–9PM'}",,(719) 589-2262,,"['https://lh5.googleusercontent.com/p/AF1QipMublNXGzwRPKgcCls-T_yvl6e66vIyYrK2E-Lj=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOh-pIhU-Ka2g16dAVB2CDu6cAm8MiV_dkykBBW=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMBoouBqoFF4az1vqGzA1ZkMjWZcCOJRTkP05Eg=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPKUu2RG0dFpZ3-FKxIN6l8MLwuzXTQHlxWaryC=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM-yrTs18hpJhum6HDDneOU6I74WaLldzgyAMLO=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOQ3evvp2Mdz8ak_eT2QAHp9l6byEVSF_4f066K=s967-k-no', 'https://lh5.googleusercontent.com/p/AF1QipODGCyUAWELcJFum0ySFfBakIzaZbtIkF9Ub-3p=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPSBU6UBmmux5wPbaVM6-676nao9ZQ4v4SrRNQM=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM7P4ovA7sjLrfucrxJjVAJnc49qNZ-6fBI8X_k=s1354-k-no']",Alamosa,Colorado
16,Wize Apples,4.5,356 Google reviews,['Hamburger restaurant'],,"408 E 4th St, Alamosa, CO 81101","{'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': 'Closed', 'Monday': '11AM–8PM', 'Tuesday': '11AM–8PM', 'Wednesday': '11AM–8PM', 'Thursday': '11AM–8PM'}",,(719) 937-2204,,"['https://lh5.googleusercontent.com/p/AF1QipOyOkslrOLv3RxUniIIj8vBi6d08A3OMc9KIZGW=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM-vRJYzjeTPT2Xl-ekPRAnuSvrcPpzAxcP9HSL=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMNYxyQ54Fb4KUpTWnjNM3m0CblGuL6pcG9vPHS=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMXvehSn1A2mttpayyV0fftoJDMIDRmsjWD3Zjz=s773-p-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPEUTV7hofCssOxIWmQzV3IuqChSnEvU2WFmzat=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPKqvj5LSXGzqmXdZT4dq8OqcmoQgRk2CDCifNa=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMXvehSn1A2mttpayyV0fftoJDMIDRmsjWD3Zjz=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPK7q4q7tXCztjAWLR33Z3PpbAoH85fRZKhrIX0=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP_SbvNf65ckeaY6gefid1oVxU0IuOXmQYro0jO=s890-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMerJRPBVBiuie9Y5I1SEVasO8UGTkPZJtOWcXJ=s1031-k-no']",Alamosa,Colorado
17,Roast Cafe,4.4,145 Google reviews,"['$$', 'Cafe']",,"420 San Juan Ave, Alamosa, CO 81101","{'Friday': '7AM–12PM', 'Saturday': '7AM–12PM', 'Sunday': '7AM–12PM', 'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': '7AM–12PM'}",,(719) 587-2326,http://www.slvroast.com/,"['https://lh5.googleusercontent.com/p/AF1QipOW5smssHy_y1haI1VBFDiGo04TVVgB9EmGJ4vI=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNCVKABnZjCSEwW7mGgLddJ8lNjAJG0rEhPq89G=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMdQ4X3YemJUZy2vFgzSspiUNit7izQNas-aWj_=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPPZpPU9QSbb-vzyMblMWkWKvQJBjP62iXM5XHB=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNPo9p2X79XclBGNd-sS5ZDjViMSIYOgdXBYwlu=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPaASk8BA0tgdQQe4JsTb6hLPPplbyx6zKIeZUQ=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPAfnifXAQViSLngN3-99GwHqEC-8cnBtv1MOHm=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOeHl2m0FX9nG0ZemSccQohaZBEjBgIL-hXrqQA=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOytMP5EBGmBodtja13vtIEt2ZB7OTYJrIgMLrJ=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipObmq6OEqVWrOpL70clDUTW3xKEQpU_kYm_q96w=s1086-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPz3lCe9rWE55FKgai1yrO4tukI0vLEEhYPLxqn=s812-k-no']",Alamosa,Colorado
18,Tempura House / Siam Cuisine Sushi And THAI,3.8,110 Google reviews,['Restaurant'],,"916 Main St, Alamosa, CO 81101","{'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': '11AM–9PM', 'Monday': '11AM–9PM', 'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM'}",,(719) 206-2888,,"['https://lh5.googleusercontent.com/p/AF1QipNC86uUDsKjNNy-RvT05dHZ2CeJhjAfiv3laSXN=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOXBJ61W4lzLho0d56vESstBloKC_jvwT5IN7dZ=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPgb3B58DU5ZUvmSDfR3vO9MpHNPCtkBdu3oZmy=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOGIq6jhz6oKYdu58cfPy5WUWdX1e6gwB_rryTW=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN-AFoiE06LjcReIc0a2NnCGq67bsXbYn6_HMHf=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMXceeuScEC9Mg48ii7kjTZJXOzzEuE31adLW_U=s812-k-no']",Alamosa,Colorado
19,Smoothy's Juice Bar,4.7,90 Google reviews,['Health food restaurant'],,"504 West Ave, Alamosa, CO 81101","{'Friday': '7AM–5PM', 'Saturday': 'Closed', 'Sunday': '11AM–4PM', 'Monday': '7AM–5PM', 'Tuesday': '7AM–5PM', 'Wednesday': '7AM–5PM', 'Thursday': '7AM–5PM'}",,(719) 496-7339,,"['https://lh5.googleusercontent.com/p/AF1QipMJJVNHEuMTk2KysEgyMNlfdpxmJ6iy4-JQVNvV=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOSbFOIkLe-QmaRTaHJAR1LIM9pwrHtjQEtuSHl=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPxhKghUmB-TGKwJgCUoF75GdU1pqgZavUdfTz9=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOF6qNt8f-Z6dVJzIx7Eclw4pxAIKOu3baoYvZ5=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPPynb2OL8aBCKS4aDYM7MiIpveBqFgJYHep1-h=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMcVaeQ3bMknz-y4MNZnFESlFQqGli2vo4-iJVd=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN_VA19rcKaRlwqbOATdhs39NPjNpjL5pFcpNCD=s676-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOVWJiI-6vFpLP2YqdDoW3eWBYpBu9fzFfIJpXs=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN30zx0YHcwhkd_go_BIk2yPOPyjOaQlXJgSuMh=s1354-k-no']",Alamosa,Colorado
20,Ef's Restaurant,4.3,164 Google reviews,"['$', 'Breakfast restaurant']",,"1227 Railroad Ave, Alamosa, CO 81101","{'Friday': '7AM–1:30PM', 'Saturday': '7AM–1:30PM', 'Sunday': '8AM–1:30PM', 'Monday': 'Closed', 'Tuesday': '7AM–1:30PM', 'Wednesday': '7AM–1:30PM', 'Thursday': '7AM–1:30PM'}",http://places.singleplatform.com/efs-restaurant/menu?ref=google,(719) 589-3008,,"['https://lh5.googleusercontent.com/p/AF1QipOqwPIvx8nObbRGIWu5Dbubh8NAz3cHxWy-lOz3=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPBn_sQtytT5cbjC_NWm0l3vi0p0w72TgKsdn92=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipME5eSUIENjsIznMApk5pqbZGIZHRmNoZjco693=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPPf3KI_7CWVO4dtPmYbvmK9BtJJvPKZBJytWX_=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMgNaRaTZQNLv6Wl_rs9TQGSaEpWnbhN5R5fQsb=s1354-k-no']",Alamosa,Colorado
21,Ef's Restaurant,,,,,"1227 Railroad Ave, Alamosa, CO 81101","{'Friday': '7AM–1:30PM', 'Saturday': '7AM–1:30PM', 'Sunday': '8AM–1:30PM', 'Monday': 'Closed', 'Tuesday': '7AM–1:30PM', 'Wednesday': '7AM–1:30PM', 'Thursday': '7AM–1:30PM'}",http://places.singleplatform.com/efs-restaurant/menu?ref=google,(719) 589-3008,,"['https://lh5.googleusercontent.com/p/AF1QipOqwPIvx8nObbRGIWu5Dbubh8NAz3cHxWy-lOz3=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPBn_sQtytT5cbjC_NWm0l3vi0p0w72TgKsdn92=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipME5eSUIENjsIznMApk5pqbZGIZHRmNoZjco693=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPPf3KI_7CWVO4dtPmYbvmK9BtJJvPKZBJytWX_=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMgNaRaTZQNLv6Wl_rs9TQGSaEpWnbhN5R5fQsb=s1354-k-no']",Alamosa,Colorado
22,Ef's Restaurant,4.3,164 Google reviews,"['$', 'Breakfast restaurant']",,"1227 Railroad Ave, Alamosa, CO 81101","{'Friday': '7AM–1:30PM', 'Saturday': '7AM–1:30PM', 'Sunday': '8AM–1:30PM', 'Monday': 'Closed', 'Tuesday': '7AM–1:30PM', 'Wednesday': '7AM–1:30PM', 'Thursday': '7AM–1:30PM'}",http://places.singleplatform.com/efs-restaurant/menu?ref=google,(719) 589-3008,,"['https://lh5.googleusercontent.com/p/AF1QipOqwPIvx8nObbRGIWu5Dbubh8NAz3cHxWy-lOz3=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPBn_sQtytT5cbjC_NWm0l3vi0p0w72TgKsdn92=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipME5eSUIENjsIznMApk5pqbZGIZHRmNoZjco693=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPPf3KI_7CWVO4dtPmYbvmK9BtJJvPKZBJytWX_=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMgNaRaTZQNLv6Wl_rs9TQGSaEpWnbhN5R5fQsb=s1354-k-no']",Alamosa,Colorado
23,SLV Pizza Company,4.1,439 Google reviews,"['$$', 'Pizza restaurant']","Pizzeria offering pies, wings, calzones & other eats in humble digs with a salad bar & arcade games.","1210 8th St, Alamosa, CO 81101",{},http://places.singleplatform.com/san-luis-valley-pizza/menu?ref=google,(719) 589-4749,http://www.slvpizza.com/,"['https://lh5.googleusercontent.com/p/AF1QipPxXjiC42goD3oFo4uHVIiWy1R6wN4VdCFiJ8Ww=s1000-k-no', 'https://lh5.googleusercontent.com/p/AF1QipN92Lsn22l_YcBW2V6A3vH_dJDlV0FShBQ473yI=s524-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOcGPX8iXSfc9MTjUnFLyS8PhDbxYseIHSob6zJ=s870-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPCr-55RB7gCpnoEDz5Y8DpFNmQBOj4YmkAwCUN=s707-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOZhhpcmuAbGlTjqHXZaXWu0Qz1tgcCvYXLDrV2=s1000-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMtu_4vvLrk3M3y6gfjDkXG79ILMQXvb_mAnOpz=s870-k-no']",Alamosa,Colorado
24,San Luis Valley Brewing Company,3.8,341 Google reviews,['Brewery'],Housemade beers & a hearty comfort-food menu offered in a laid-back brewpub setting.,"631 Main St, Alamosa, CO 81101",,https://www.slvbrewco.com/menu,(719) 587-2337,http://www.slvbrewco.com/,"['https://lh5.googleusercontent.com/p/AF1QipMSjilFKLnMvQfB9t0BzEnvduSDIHLQHea8bh-G=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPuLnwGS4kUOiTHzebNVLCT5hPZh7u2pkGMGlMr=s774-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMV7gfDE-Wmm27ynInsGo6z04v98HsSOKdgqlXL=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNqxSkpj4gAI1R3L40bIL1B3F9pxndT03HvGLZJ=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMwJUrxUSh4gFZOxe4BUdU6aRoodycG4En9CJZD=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOlS7KVq1aZgqPFj0RMHLdqVGslITytv1liQH98=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNqPdaGy4PDvbc04-ny33KBTvzkgaq9APyyfeo=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNxXL5K0_QK4HNBM_fZAwD70gEH4pql0oAI30Ls=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM5E0xTVD269PGe7fdDZWzwngFodek6XQUhLzFB=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO4zYb60qfvetxX6PFH9RyncxfD27oMtmzwSRs=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMHrgIPrC8atIhiR_D7EHO3yGiVzQOPovpr4bqA=s1001-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPy7MckSUkAXiUOjTUTyttuaWAcSWspRsmvYLwz=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNwquT5f329mqU0Gveuost0lwTxkamS78xL8olz=s1031-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOAVaMSuCJXIt-ITyCJEbOUbVrX-rEbS0Y9KaDP=s1016-k-no']",Alamosa,Colorado
25,Hunan Chinese Restaurant,3.8,221 Google reviews,"['$$', 'Chinese restaurant']",Informal outpost offering Chinese staples such as fried rice & lo mein alongside sushi rolls.,"419 Main St, Alamosa, CO 81101","{'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': 'Closed', 'Monday': '11AM–9PM', 'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM'}",,(719) 589-9002,http://www.ehunans.com/,"['https://lh5.googleusercontent.com/p/AF1QipMZDGOQ--xTXKJkHTDUEXdPk75eGMTqr1p_X_jj=s777-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOXNAFfUw4RKkrO5z8-vztP1dDZdK00vdDEVRnf=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNx4KQ9kTe2OsrVByuXWZwCCcGqN5WH5sLCjFzM=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMLhyWvVglPHFfX2uzfcxKclWltfE3WgUhZ47xj=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipM4WGF6LZEYmk3X9XpsFeqGZ_kMchsBwX9BJnbl=s812-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOxnM4O2uR2HtNNzhrLSSiTO3SLCcAwcwvonw2l=s901-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNExc9-YhvIdxChFYWIDuWI-FczSOFDVa7kMvmF=s812-k-no']",Alamosa,Colorado
26,Arby's,4.1,571 Google reviews,"['$', 'Fast food restaurant']","Fast-food chain, known for its roast beef, serving up hot & cold sandwiches, fries & shakes.","1705 Main St, Alamosa, CO 81101","{'Friday': '10AM–9PM', 'Saturday': '10AM–9PM', 'Sunday': '10AM–9PM', 'Monday': '10AM–9PM', 'Tuesday': '10AM–9PM', 'Wednesday': '10AM–9PM', 'Thursday': '10AM–9PM'}",https://arbys.com/our-menu/featured,(719) 589-2747,https://locations.arbys.com/us/co/alamosa/1705-main-st.html,"['https://lh5.googleusercontent.com/p/AF1QipOq2QVU20_gislt1R-cnihJfTGci5LgLuAvKk1Y=s1108-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNDnL_aiYFxi0nU9N6uUC39U-VajCDfPjiZGAHe=s450-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOYiW5p9DpbZhYF-VGy6sAZJMsR5ckAJ2TPXV0O=s450-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPrgyVLm89hO9j18kQAv2g632o73jxA2R0_VZ2Z=s450-k-no']",Alamosa,Colorado
27,May-Wa Chinese & Vietnamese Restaurant,4.4,113 Google reviews,"['$', 'Restaurant']",,"620 Main St, Alamosa, CO 81101","{'Friday': '11AM–9PM', 'Saturday': '11AM–9PM', 'Sunday': 'Closed', 'Monday': '11AM–9PM', 'Tuesday': '11AM–9PM', 'Wednesday': '11AM–9PM', 'Thursday': '11AM–9PM'}",,(719) 589-9559,,"['https://lh5.googleusercontent.com/p/AF1QipMw7J65MpFrJM2YAMoXKIEk0I2JUwHUnJqauzwP=s1224-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPju6zvG5hFwfRZ4pk5_Rovq_s9Blj9TMViarns=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMoatEaSYhkzKGr0kfuBmHrofi4axcXX_Sn4Q1c=s1016-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNI6GOOCgUFImSJnUwHNvcGpB5uxxs1JRH0iHcq=s1016-k-no']",Alamosa,Colorado
28,The Purple Pig Pizzeria & Pub,4.1,156 Google reviews,['Pizza restaurant'],,"624 Main St, Alamosa, CO 81101","{'Friday': '11AM–10PM', 'Saturday': '11AM–10PM', 'Sunday': '11AM–10PM', 'Monday': '11AM–10PM', 'Tuesday': '11AM–10PM', 'Wednesday': '11AM–10PM', 'Thursday': '11AM–10PM'}",,(719) 399-4855,,"['https://lh5.googleusercontent.com/p/AF1QipMxg1IjAL3LC107U8B3pD87OTV4eW1Ka_ksLEY2=s1200-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOdqJN9Rdu_BdND5dC1RvPyDC1kTvorCnU7fLuf=s1200-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOj0LjM04-QLFhhgNzrXJh47uEsNytFXCJ0D04w=s773-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOWdYUctQifYmSS7F4YwhhlaLdpmkngExkBj8g1=s1200-k-no']",Alamosa,Colorado
29,Taco Bell,3.4,408 Google reviews,"['$', 'Fast food restaurant']","Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","2435, 2 Main St Lot 4B, Alamosa, CO 81101","{'Friday': '9AM–11PM', 'Saturday': '9AM–11PM', 'Sunday': '9AM–11PM', 'Monday': '9AM–11PM', 'Tuesday': '9AM–11PM', 'Wednesday': '9–11AM', 'Thursday': '9AM–11PM'}",https://www.tacobell.com/food?store=032052&utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=032052&utm_content=menu,(719) 589-2140,,"['https://lh5.googleusercontent.com/p/AF1QipMu38Z7hw1mGoZNaNInE3OFTkNDcii6QewJ7Qsz=s600-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMHdGPcF0Z9nD-4MNdcDv-M5tTfmmrVY3rqhJFN=s600-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPspsh44BNh4Niy6p-H2YSZ7_KWqUcUJpEV-Ll_=s300-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMaKYkYGQBBB5XLQGDav_oP2GHDq4cwShfeJZuk=s600-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPX0tUrysj0hPvAYr_Kjabb-SAzYLoDddj7HDBl=s300-k-no', 'https://lh5.googleusercontent.com/p/AF1QipP_67jRVVVcfysH_IHgvuEPwZWk1riyIqyOU2eA=s300-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPwVc1h83bo6ztx1QfYUUC-ikMdMhcAWq_AcbDZ=s300-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOzbINSbxdtvYiCcCbaTjzXiVrCl1Y3fZZAJthp=s300-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPP-3L1A7drocU5by_oBa6DNP2mHX0CuJmqjVWi=s600-k-no', 'https://lh5.googleusercontent.com/p/AF1QipO2miCQ6M7pZ078llMRaxVNmm30xW9hVZjg0j9p=s600-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOBSioyVRmuPYsLv2RaUIO0R3ojopsTDKf7dJ3n=s600-k-no']",Alamosa,Colorado
30,Wize Apples Family Dining,4.3,3 Google reviews,['Restaurant'],,"408 E 4th St, Alamosa, CO 81101",,,,,"['https://lh5.googleusercontent.com/p/AF1QipPbIGeAq_36oPqDXjJlCKb_UaM6JoTJR4dTA_Wf=s1354-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNwMyVBf4I3v2nIRmQocWjpZ3rCvopu4r68E16C=s1016-k-no']",Alamosa,Colorado
